1;0;127.00;9.50;63.00;0.00;0.96
2;0;383.00;9.50;31.00;0.00;0.96
3;0;639.00;9.50;63.00;0.00;0.96
4;0;895.00;9.50;31.00;0.00;0.96
5;0;1151.00;9.50;63.00;0.00;0.96
6;0;1407.00;9.50;31.00;0.00;0.96
7;0;1551.00;9.50;63.00;0.00;0.64
8;0;1711.00;9.50;63.00;0.00;0.96
9;0;1983.00;9.50;63.00;0.00;0.96
10;0;2239.00;9.50;63.00;0.00;0.96
11;0;2455.00;9.50;63.00;0.00;0.96
12;0;2567.00;9.50;39.00;0.00;0.96
13;0;2623.00;9.50;15.00;0.00;0.64
14;0;2708.00;9.50;19.00;0.00;0.96
15;0;2815.00;9.50;38.00;0.00;0.96
16;0;3018.00;9.50;42.00;0.00;0.96
17;0;3199.00;9.50;39.00;0.00;0.96
18;0;3336.00;9.50;46.00;0.00;0.96
19;0;3447.00;9.50;47.00;0.00;0.96
20;0;3551.00;9.50;47.00;0.00;0.96
21;0;3659.00;9.50;89.00;0.00;0.96
22;0;3775.00;9.50;103.00;0.00;0.96
23;0;3967.00;9.50;87.00;0.00;0.96
24;0;4223.00;9.50;71.00;0.00;0.96
25;0;4479.00;9.50;63.00;0.00;0.96
26;0;4735.00;9.50;71.00;0.00;0.96
27;0;4991.00;9.50;63.00;0.00;0.96
28;0;5247.00;9.50;71.00;0.00;0.96
29;0;5503.00;9.50;55.00;0.00;0.96
30;0;2637.00;9.50;54.00;0.00;0.96
31;0;2735.00;9.50;81.00;0.00;0.96
32;0;2844.00;9.50;96.00;0.00;0.96
33;0;2688.00;11.00;82.00;0.00;0.92
34;0;383.00;9.50;127.00;0.00;0.96
35;0;895.00;9.50;127.00;0.00;0.96
36;0;1407.00;9.50;127.00;0.00;0.96
37;0;2945.00;9.50;144.00;0.00;0.96
38;0;2989.00;9.50;116.00;0.00;0.96
39;0;2644.00;11.37;91.00;0.00;0.88
40;0;2586.00;9.50;169.00;0.00;0.96
41;0;2646.00;9.50;139.00;0.00;0.96
42;0;3183.00;9.50;119.00;0.00;0.96
43;0;3327.00;9.50;139.00;0.00;0.96
44;0;3565.00;9.50;178.00;0.00;0.96
45;0;2713.00;9.60;111.00;0.00;0.76
46;0;3079.00;9.50;128.00;0.00;0.96
47;0;3450.00;9.50;138.00;0.00;0.96
48;0;2683.00;11.57;114.00;0.00;0.60
49;0;2885.00;10.96;126.00;0.00;0.88
50;0;2732.00;10.96;126.00;0.00;0.60
51;0;2747.00;11.52;143.00;0.00;0.68
52;0;5503.00;9.50;175.00;0.00;0.96
53;0;2707.00;10.96;139.00;0.00;0.68
54;0;2853.00;11.50;137.00;0.00;0.60
55;0;2715.00;11.00;129.00;0.00;0.24
56;0;2811.00;10.32;149.00;0.00;0.64
57;0;127.00;9.50;191.00;0.00;0.96
58;0;639.00;9.50;191.00;0.00;0.96
59;0;1151.00;9.50;191.00;0.00;0.96
60;0;1567.00;9.50;191.00;0.00;0.96
61;0;1743.00;9.50;191.00;0.00;0.96
62;0;1991.00;9.50;183.00;0.00;0.96
63;0;2206.00;9.50;183.00;0.00;0.96
64;0;2368.00;9.50;205.00;0.00;0.96
65;0;2487.00;9.50;207.00;0.00;0.96
66;0;4479.00;9.50;191.00;0.00;0.96
67;0;4991.00;9.50;191.00;0.00;0.96
68;0;2779.00;11.50;141.00;0.00;0.64
69;0;2902.00;10.96;168.00;0.00;0.96
70;0;2829.00;10.75;143.00;0.00;0.28
71;0;4223.00;9.50;207.00;0.00;0.96
72;0;4735.00;9.50;207.00;0.00;0.96
73;0;5247.00;9.50;207.00;0.00;0.96
74;0;2858.00;12.85;164.00;0.00;0.68
75;0;2726.00;10.96;162.00;0.00;0.68
76;0;2768.00;11.80;166.00;0.00;0.88
77;0;2829.00;11.40;160.00;0.00;0.48
78;0;2795.00;11.57;182.00;0.00;0.92
79;0;3057.00;10.20;179.00;0.00;0.96
80;0;3199.00;9.50;194.00;0.00;0.96
81;0;3482.00;9.50;239.00;0.00;0.96
82;0;2749.00;11.27;188.00;0.00;0.84
83;0;3042.00;11.80;206.00;0.00;0.72
84;0;2828.00;11.80;195.00;0.00;0.96
85;0;3967.00;9.50;279.00;0.00;0.96
86;0;2867.00;11.90;202.00;0.00;0.96
87;0;3102.00;10.10;203.00;0.00;0.76
88;0;3215.00;11.17;197.00;0.00;0.36
89;0;2939.00;11.30;217.00;0.00;0.96
90;0;383.00;9.50;255.00;0.00;0.96
91;0;895.00;9.50;255.00;0.00;0.96
92;0;1407.00;9.50;255.00;0.00;0.96
93;0;2750.00;9.50;270.00;0.00;0.96
94;0;2903.00;11.30;214.00;0.00;0.64
95;0;3356.00;9.50;215.00;0.00;0.96
96;0;3657.00;9.50;287.00;0.00;0.96
97;0;2779.00;11.50;209.00;0.00;0.56
98;0;3070.00;10.80;210.00;0.00;0.64
99;0;3190.00;10.77;209.00;0.00;0.64
100;0;2918.00;9.90;207.00;0.00;0.44
101;0;2814.00;11.80;228.00;0.00;0.92
102;0;3211.00;11.15;210.00;0.00;0.36
103;0;3229.00;10.95;215.00;0.00;0.44
104;0;2973.00;11.35;229.00;0.00;0.96
105;0;3011.00;10.45;221.00;0.00;0.52
106;0;3775.00;9.50;295.00;0.00;0.96
107;0;3136.00;10.15;220.00;0.00;0.36
108;0;3111.00;10.20;229.00;0.00;0.72
109;0;3181.00;10.70;234.00;0.00;0.84
110;0;2888.00;11.52;243.00;0.00;0.96
111;0;3211.00;10.80;222.00;0.00;0.28
112;0;2784.00;10.96;237.00;0.00;0.56
113;0;3147.00;10.05;230.00;0.00;0.36
114;0;3080.00;10.96;241.00;0.00;0.56
115;0;2159.00;9.50;283.00;0.00;0.96
116;0;2627.00;9.50;304.00;0.00;0.96
117;0;2845.00;11.52;248.00;0.00;0.92
118;0;3055.00;11.45;242.00;0.00;0.72
119;0;3273.00;10.60;247.00;0.00;0.80
120;0;3022.00;10.77;250.00;0.00;0.92
121;0;3233.00;9.50;243.00;0.00;0.44
122;0;3247.00;10.95;254.00;0.00;0.48
123;0;2930.00;11.17;254.00;0.00;0.88
124;0;2992.00;11.07;252.00;0.00;0.72
125;0;3218.00;10.05;254.00;0.00;0.64
126;0;3410.00;11.42;245.00;0.00;0.44
127;0;3417.00;10.55;242.00;0.00;0.32
128;0;3144.00;10.35;254.00;0.00;0.76
129;0;3169.00;10.87;252.00;0.00;0.52
130;0;3307.00;9.70;249.00;0.00;0.52
131;0;3115.00;11.30;255.00;0.00;0.72
132;0;1970.00;9.50;326.00;0.00;0.96
133;0;3388.00;10.70;250.00;0.00;0.44
134;0;5503.00;9.50;303.00;0.00;0.96
135;0;3339.00;11.00;253.00;0.00;0.44
136;0;3366.00;11.30;255.00;0.00;0.44
137;0;3358.00;10.35;250.00;0.00;0.20
138;0;2802.00;11.80;263.00;0.00;0.76
139;0;3082.00;11.35;272.00;0.00;0.64
140;0;3194.00;10.72;262.00;0.00;0.44
141;0;3445.00;10.32;263.00;0.00;0.48
142;0;2962.00;10.80;272.00;0.00;0.80
143;0;3403.00;10.80;272.00;0.00;0.76
144;0;127.00;9.50;319.00;0.00;0.96
145;0;639.00;9.50;319.00;0.00;0.96
146;0;1151.00;9.50;319.00;0.00;0.96
147;0;1551.00;9.50;335.00;0.00;0.64
148;0;1727.00;9.50;335.00;0.00;0.96
149;0;2281.00;9.50;316.00;0.00;0.96
150;0;4479.00;9.50;319.00;0.00;0.96
151;0;4991.00;9.50;319.00;0.00;0.96
152;0;3314.00;10.00;283.00;0.00;0.76
153;0;3281.00;10.75;279.00;0.00;0.88
154;0;3340.00;9.90;273.00;0.00;0.56
155;0;3049.00;11.70;275.00;0.00;0.68
156;0;3366.00;10.80;275.00;0.00;0.64
157;0;3245.00;11.70;279.00;0.00;0.72
158;0;3465.00;10.55;268.00;0.00;0.24
159;0;2875.00;10.96;278.00;0.00;0.72
160;0;3159.00;11.37;276.00;0.00;0.52
161;0;3446.00;10.80;285.00;0.00;0.88
162;0;2838.00;11.00;276.00;0.00;0.52
163;0;3221.00;11.40;286.00;0.00;0.72
164;0;3186.00;10.75;290.00;0.00;0.92
165;0;3107.00;11.50;281.00;0.00;0.56
166;0;2928.00;12.25;286.00;0.00;0.64
167;0;2996.00;9.85;285.00;0.00;0.64
